rating,title,user,user_link,time,comment
5," Do I even NEED to review this movie?
",BigChis,/user/ur162690999/,25 February 2023,"Quantumania is everything it doesn't want to be and nothing it wants to be. The most fun I had watching this movie was joking with my friends about how bad some of the moments are. If you are trying to set up the next big bad Marvel, don't do a big introduction in an ANTMAN MOVIE.This movie succeeds in not taking itself seriously in moments it wants to be taken seriously. You want me to care about Kang then do not make him lose to a bunch of ants. Instead to make this movie better, either give us a light-hearted funny movie like the first Antman or step your big budget toes into at least just a puddle of something interesting and serious, so I will want to spend my money watching this.Marvel is in the rut right now and everyone and there mother knows it. But why but why you ask are they producing the same crap, it's because we still watch it. I spent my money watching it and you might have too, so next time I won't be so hopeful and instead I will go see a movie that does something unique with cinema. Low budget movies need to be saved from Marvel's boots and their throat."
4," Ant-Man & The Wasp: Quantumania? How about just Ant-Man: Quantumania?
",adrianlarsen,/user/ur111647951/,24 February 2023,"Ant-Man & The Wasp: Quantumania is the supposed third movie in the Ant-Man trilogy. I say supposed because, as many others have said, it's like we skipped a film.In this one, Scott, Hope, Janet and Hank Pym travel to the Quantum Realm. A micro-realm world filled with sentient broccoli, sentient slime and Bill Murray.The movie looks nice, I'll give it that. If you can look past the obvious green screen and chroma-keying, it looks nice most of the time.Kang is nothing in this. He's evil to be evil and I have no idea why he's conquering. They don't give us anything to latch onto. At all :I."
10," Overhated but I loved it
",mdunlevy-07488,/user/ur161453681/,24 February 2023,"This movie was fun and great. Characters I love like ant man,wasp, and hank pym and new characters like M. O. D. O. K and the dude with the yellow blasters thingy for a head and Kang omg he is a amazing villian and I can't wait to see him in the future of the mcu. I liked the how ant man and the end of the movie was thinking like is the dude I just fought is he really dead but he carries on with it like nothing happen. It sucked that M. O. D. O. K died but he had a cool arc and it was cool to see Darren again and how he turned and how Kang saved him. The only thing I didn't like was how Bill Murray character was served though."
3," Other than Kang.. this movie subpar at best
",drummaverick,/user/ur153986807/,24 February 2023,"After a very disappointing phase 4 it looks like phase 5 is kicking off with a very poorly written, plot hole ridden mess of an Ant-Man movie. The laundry list of problems this movie presents is too long for this review but I will try to name a few. Scott Lang is a bumbling idiot who is superseded by his snarky, social justice, entitled daughter who is perfect in every way. The punchlines feel like they were written by 5 year olds, and Modok is the movies punching bag- jester that is never taken seriously and the CGI is awful. Kang is the only saving grace for this film and Marvel manages to mess that up as well. Unfortunately they de-power Kang towards the end completely taking away the threat level that he present earlier in the film. There are zero consequences in this movie and it wraps up like a perfect little Disney cartoon. Looks like End Game really was the end game."
6," Kang with car battery problem
",abofahad006,/user/ur47014395/,24 February 2023,ProsThe movie story is good with actionGood special effects not like phase fourWithout a joke in every two minuteThe movie main plot begin in the first ten minutes or fifteen Without side story or jokesMain villain kang is goodConsFor man from the future with 40 years advanced technology couldn't fix his ship batteryCouldn't figure out the pym particle techKang the conqueror mcu version not that powerful and fearful like the comicsHe control the quantum universe and fought many avengers variantsBut couldn't handle ant man team at least he's able to kill one or two of themDoesn't feel he's the next thanosJanet knows about him shouldn't at least told them to stop all quantum projectsNot the real modok didn't kill anyoneshould have kept yellow jacket the same without character changesNo LuisTime in quantum only work for the plot some time five months or three yearsThe end credits sceneThe first one shows many variants of kang and none of was the real kang from the comics and showsThe second one shows the Nathaniel RichardsFrom loki show also not the real oneLike how the did to he who remains.
6," It's a Cheese Pizza With Way Too Much Cheese.
",thatsgottahurt-1,/user/ur9049833/,24 February 2023,"Take Marvels recent lacklustre offerings, add some Avatar visuals and the dialogue and acting of the last few Star Wars films, and you have this. It's cheesy, in the extreme. It's chock full of the usual tropes and character motivators that plague Marvel films. It feels like we are being force fed the same story, over and over, in all their films. Most of the characters are unlikeable, shallow and forgettable. I stopped caring about any of them about 20, yawn inducing, minutes in. This is not good film making. Loud colours, over the top character dynamics and a weak plot, do not give you a good film. I felt like I was watching garishly dressed, looking for laughs and attention, annoyances. Clowns, in other words. I felt like I was watching clowns. And that makes me so sad."
5," It was like a slap to the face...
",paul_haakonsen,/user/ur22654354/,24 February 2023,"I initially didn't really want to waste a cinema admission ticket on watching ""Ant-Man and the Wasp: Quantumania"", but since my family were venturing out to watch it, I tagged along.And I have to say that the storyline in ""Ant-Man and the Wasp: Quantumania"", as written by writers
Jeff Loveness and Jack Kirby, was just rubbish. It was such a far out there storyline that it was near impossible to take serious. Luckily the movie was kept afloat by the over-the-top and impressive CGI special effects.The acting performances in ""Ant-Man and the Wasp: Quantumania"" were good, and they definitely had a good and solid cast ensemble for the movie, with the likes of Paul Rudd, Evangeline Lilly, Michael Douglas, Michelle Pfeiffer, Jonathan Majors, Kathryn Newton, Kathryn Newton, Bill Murray and Corey Stoll.The special effects, wardrobe and props are off the charts in ""Ant-Man and the Wasp: Quantumania"", but then again, that is the case with all Marvel movies, now isn't it? And it was, at least for me, this that made the movie bearable to sit through.I found ""Ant-Man and the Wasp: Quantumania"" to be a waste of 124 minutes, and it was a rather weak addition to the Marvel line of superhero movies, almost as weak as the ""Black Panther: Wakanda Forever"" movie. I know that I am not returning to watch director Peyton Reed's 2023 movie ""Ant-Man and the Wasp: Quantumania"" a second time, because the storyline just didn't latch onto me.My rating of ""Ant-Man and the Wasp: Quantumania"" lands on a bland five out of ten stars."
7," It slowly gets better
",jaysonjats,/user/ur123035382/,24 February 2023,"This is a great introduction to what Kang could really do for the future of the MCU. The movie starts off a bit slow with some jokes that feel forced. However, the storyline really starts to pick up in the second half.For the most part, the acting was really good with great performances with from the main cast of the movie. However there are cameos in this movie that seem like a money grab.The visuals and effects portrayed in the movie stand out more than most marvel movies in the past. There were scenes that would leave you ""wow"" but also ones that are uneccesary.Overall the plot of the movie was just alright. This isn't something memorable but if you're a marvel fan would leave you excited for the future of the MCU."
9," Good to Great movie
",iwasafool,/user/ur162685196/,24 February 2023,"I don't understand why people are under rating this film. Great intro, good plot, great fight, descent ending.It's a marvel movie, pure and simple, don't expect some Oscar ridden movie because it won't be and was never intended to be one. Endgame was deserving though . So don't over think it.We have an unrealistic view of how all Marvel movies should be. Keep it simple. If you expect all their films to be the same level of quality is unrealistic because we will keep expecting the next one to be better. Did you ever see Forest Gump 2 or The Shawshank Redemption 2 , how are you going to make it any better, same theory with Marvel movies. Deal with it."
3," Ant-Man has 7 holes, this movie was pushed out by one of them.
",callumdignan,/user/ur147469976/,24 February 2023,"My review of this movie I'll get to in a moment but first I feel like i have to clarify something. Bit of a lengthy review this one so strap in.Since Endgame there have been 18 movies and TV shows (almost as many as there were movies between Iron Man 2008 and Endgame 2019). I've watched everything MCU related and the only MCU content I can reference that was either good or just half decent is Spider-Man: No Way Home, Shang-Chi and Moon Knight. Each of these still obviously have their own problems but these problems personally aren't big enough that it weighs down the rest of the story for me. Everything else has been soiled by completely incompetent writing and just feels like corporate, lifeless, monotonous sludge pushed out by the colossal rectum that is Walt Disney Studio's to keep content and money flowing.I have been a solid fan of Marvel Studios for over a decade now and after Doctor Strange: Multiverse of Madness I had mentally checked out entirely. The writing for these movies/tv shows has become so ridiculously lazy and convoluted that its impossible to follow logically. They are treating the concept of the multiverse like its this sacred thing that can't be altered and they can't interact or merge but also that you can do anything what so ever with zero consequences because there's an infinite amount of other universes so who cares. Why should we as an audience care about your universe when you very blatantly don't care about it yourself.The multiverse can be an incredible story telling device if utilised properly and with meaning behind it, but they've instead decided to go down the Rick and Morty route and make it so nothing matters. Its entertaining for a moment but also loses all meaning when the stakes you set can be nullified completely at any moment. (Dosent surprise me that my friend mentioned after watching the movie that it felt like an episode of Rick and Morty, especially with some of the comedy, themes and the fact that marvel has now hired a multitude of writers from that show to head multiple different projects, including this one.)There is so much to say about how little there is to say about everything Marvel has released the past 4 years. The formula has been abused so hard that I can do a description of virtually everything they've put out the past few years in one go:Hero and friends are all in a great position, Hero accidentally discovers something, world/universe is in danger, comedy, action, comedy, action, one or two big subverted twists that makes no sense, means nothing and pleases nobody, comedy, action, big CGI fight and then the Hero and their friends are right back where they started. Throw in a few 'woke' wins/ideologies/issues to please the woke crowd and keep them defending any criticism of your films, kick your feet up and call it a day.(For context, the comment on the inclusion of 'woke' ideologies in these films isn't a comment on whether its good or bad, whether you should agree or disagree or whether it should or shouldn't even be in the movie, everybody has their own opinions and everybody is entitled to them. This is a comment on the fact that Disney very clearly dosent actually care about these issues they portray and instead uses these as some what of a shield against valid criticism of their films online.)Of course each new movie/show they put out they have to dangle a carrot in front of you in the form of some major marvel character/actor who is going to show up, and then of course by the end of the movie/show, that character/actor will have been retconned, killed off or just straight up revealed to not be the character you thought it was because ""hey we gotcha again didn't we lol look how clever and funny we are"". They want to use all of these crazy characters and properties they now own to entice people to come see their films but either don't have the balls to commit to any of them or dont have the talent/creativity to bring them to life, so they ""subvert"" our expectations, do something nobody wants and then call it clever. It's borderline false advertising at this point. Its like variations of groundhog day, especially now that I've just watched Bill Murray walk in and out of this movie so quickly I forgot he was even in the film until writing this review.Even without all the multiverse stuff almost every movie/TV show has been made to look so important and game changing yet felt so inconsistent and inconsequential that by the end you could completely remove it and it would make virtually no difference to the overall story. I'm not saying every movie has to have some next level, world changing thing that completely switches everything up but to have everything that has been released feel this lifeless really is a killer expecially when the MCU felt truly incredible at one point. Now its this dead husk being puppeted and milked for every penny by Disney.Ant-Man and the Wasp: Quantumania is no exception. The concept for what this movie was about is actually great material however it is constantly bogged down by plot holes, terrible comedy and some questionable CGI. Don't get me wrong there were a few genuinely funny moments and for the most part the visuals are fantastic and the artists who brought this world to life should be proud of themselves. Infact everybody involved in the making of this movie should be proud because you can tell pretty much everybody brought it. However this movies suffers enormously from what everything else in Phase 4 of the MCU has suffered from.Horrendously incompetent writing.The overall story and concepts for these movies aren't the problem, its the lack of respect for the characters and source material and the attention to detail that these hack writers seem to not even remotely care about. Its gotten so bad that to even enjoy some of these movies you need to switch the thinking part of your brain off completely. I feel genuinely sorry for some of the highly talented actors in this film that had to regurgitate some of the most incomprehensibly insane dialogue I've ever heard in a movie.""But hey these are just stupid superhero movies for kids you're not supposed to think too deep into it""Some of the greatest movies I've seen are very much family friendly. Implying that because children's brains aren't as fully developed as adults its ok to phone it in and make everything braindead is whats killing cinema and empowering these lazy writers to not care what they put to paper. What made these movies and this universe so herculean now is the attention to detail and the respect they had for the characters, the story and the fans who got them to this point. The overall writing and story for a film should never be sacrificed for the sake of spectacle and subversion yet the writers of these movies and shows seem to think that's now compulsory.This movie has some quality moments, the acting is overall good with some being exceptional (Jonathan Majors as Kang being the standout), some of the comedy definately got a good laugh and some of the creative elements they did with the world and the action set pieces was next level. However, all this really is the icing on the cake with the overall cake being the story you're telling and the cake was so flavourless and inconsistent its impossible to go a few minutes without questioning everything that's happening.Characters being shown in one situation then magically being in a different one next time they're on screen, the most unbelievably convenient, infinitely impossible moments just landing right in the characters laps like magic, gaping plot holes that completely break the universe and immersion, terrible comedy usually at the expense and detriment of the script/story, clunky/rushed CGI, main characters being completely forgotten about and sidelined for the whole movie (Feeling very sorry for Evangeline Lilly, The Wasp is completely underutilised and has been turned from a character into a cog to keep the other characters moving along. The fact that this movie is called ""Ant-Man and the Wasp is quite frankly a joke.), subverted, meaningless plot twists that make zero sense and of course... mcguffins.Marvel... This is really your big kick off for Phase 5?This is obviously a spoiler-free review but the tricky thing about these reviews (which I think Disney also likes to bank on) is obviously a majority of people who haven't seen the movie will be avoiding any reviews with spoilers but without going into the spoilers its impossible to describe just how meaningless this movie and so many other MCU movies have been recently.If you go to these movies to switch your brain off completely and enjoy the comedy and visuals then you'll have a great time however if thats what you're paying disney and these hack writers for then I suggest either waiting until it releases on streaming services or putting on a comedy podcast and finding a few different 4K youtube visualiser's to stare at for 2 hours instead. You might save some money and also hit Disney's pockets just enough they decide to actually start caring about the content they put out.If you're going to these movies to follow the stories and the characters you've cared about for well over a decade you will leave feeling deflated and confused, only feeling more deflated and confused the more time passes by and you chew on what you just watched.Fully done with the MCU now as are a plethora of other people, the universe is so broken and messy that Marvel might as well reboot the whole universe and start from scratch now that they've acquired all the properties that they have.If you still want to watch this movie just wait until its out on streaming, as I mentioned this movie has some redeeming qualities but nowhere near enough to make it worth your money. The writing weighs this film down like a dingy loaded with a ton of lead."
6," No where near as good as the first two, but still good fun
",elijahgcasey,/user/ur160468195/,24 February 2023,"This film disappointed. This film disappointed and surprised. It was not mind-bending or humorous , but it was fun.So it revolves around a man we all know and love, Scott Lang (AKA Paul Rudd). He is an Avenger, a dad and admired by all ages. So his teenage daughter Cassie (Kathryn Newton) creates a quantum satellite, which gets sent and angers people (Pixels, anyone?). So instead of an agreement, they get pulled into a bizarre universe dictated by Kang the Conqueror (Jonathon Majors, The best of the bunch) who tries to manipulate them and lead them to a chaotic, eye catching quest.Not too bad."
6," Marvel Outing Designed Only for Kang
",Silver5963,/user/ur154978320/,24 February 2023,"Ant-Man and The Wasp: Quantumania was a very enjoyable movie, filled with lovely visuals and fun characters, but does it pass as a good movie? Possibly not. Here's why:M. O. D. O. K. - Ok, let's get this one out the way with first of all. Seems like everyone either loves or hates what they did with M. O. D. O.(F). K., but I fall on the side of those who thought he was a great addition! It was a smart story move to have Darren Cross, Yellowjacket, become M. O. D. O. K. After his fight with Ant-Man in the first movie. Although his stretched CGI face may look somewhat off, M. O. D. O. K. Served as a comedic villain (let's be honest, no one could possibly take a floating head seriously, so comedy was the only route for him), who rather humorously dubs himself an Avenger before dying. Hopefully they will bring another M. O. D. O. K. Variant at some point in the future! Perhaps Patton Oswalt from the TV Series 'M. O. D. O. K'?Kang the Conqueror - While Jonathan Majors gives a very good performance as Kang, I feel the writing did him a disservice. This iteration of Kang supposedly killed countless avengers, yet he was unable to stop Ant-Man and The Wasp or the giant swarm of ants and rebels, which kind of undermines him as a characters, especially if he's meant to be one of the most evil variants, so bad that all of the other Kangs exiled him to the Quantum realm. Some things just don't add up there and I think that if Kang is meant to be a bigger threat than Thanos, I hope that the writers have a good plan for Kang, because at the moment, things aren't looking the most promising.Star Wars? - I can't help but notice a LOT of similarities between this movie and Star Wars. Let's take a closer look: there are many strange alien races, a hunter (trading Boba Fett for M. O. D. O. K.?), a ruthless leader of an Empire (Kang literally uses the Force!), and even a cantina scene! I'm not saying this is a bad thing, but it certainly is a bit derivative. Either way, this movie carried the fun whimsical aspects of Star Wars into it, so it worked well in the end.No Main Character Deaths? - Perhaps this movie would've been better if Kang had actually killed one of the main characters, like in the fight with Ant-Man, he could have easily killed him to establish how powerful he really is. Either way, Kang would have seemed far more reputable as the big bad he's supposed to be. Would've been a good surprise too for the audience.Time - The Lang/Pym/Van Dyne family get sucked into the Quantum realm and have to find a way out while stopping Kang from escaping. They get back out and barely any time seems to have passed. Last time Scott Lang was in the Quantum Realm, he emerged and five years had passed. Janet Van Dyne was in there for 30 years! So how exactly does time work in this then, or just purely works for convenience?All in all, there is a LOT to discuss about this movie's ups and downs. It's not perfect by ANY means but it is a really enjoyable experience though so I would definitely recommend it!"
6," Ordinary-Average Marvel movie
",olcare,/user/ur98064456/,24 February 2023,"There's not much to say about the movie, to be honest. Every year, we've been watching a lot of average Marvel movies, series, and mini-series.The worst thing about this film was that it had a lot of problems showing Kang's power, especially in the scene where Ant-Man and Wasp fought him in the last scene, the cheesiness annoyed me.The acting, script, directorial skill, even the progress and handling of the revolutionary theme in the final scene, everything was very normal and ordinary. We've seen too many similar things in many works.The part I liked was the good visualization of the quantum dimension, which was very Star Wars themed. Especially the first scene with quantum was great in the cinema. Also, the adaptation of MODOK character to the cinematic universe was good, but his dialogues and death made me extremely sad because they were bad.In short, there was nothing extra in the movie, it was watchable but the forced joke attempts and poorly executed villain characters ruined the movie. Marvel needs to be more careful now, and realize that spending a lot of money doesn't make a good movie. I think the writers, especially in Phase 4, need to accept the fact that they are doing a bad job and choose a different path. Finally, I should add that the mid-credit scene was really bad, the voice changing was cringe-worthy. It's an average movie that can be watched."
1," Not funny, horrible story
",jaalmagu,/user/ur108716747/,24 February 2023,"I don't know where to begin. This was worse than wakanda forever and Love and Thunder which were quite bad. The story is horrific. Plot holes everywhere, and way overuse of the same tropes over and over throughout the movie. Whoever is in charge kf the current marvel jokes needs to to be fired. Maybe just put Michael Pina back in since he was the funniest part of ant man. This movie even made Paul Rudd look bad which is very difficult to do!Trying not to spoil anything specific, but if you really want to see this, wait until Disney plus, unless you have amc or regal movie pass then I guess you could justify it if you want to waste time or hate yourself or if you like to ""hate watch"" movies. Or watch it ironically as a joke."
1," Ant-Man and the Diminution of Cinematic Quality: Dumpster Fire
",vandreren,/user/ur159215500/,24 February 2023,"Another serving of bland, bombastic superhero sludge from the mcu mcmovie factory. More annoying middle-aged hollywood vacuum tubes flying around on wires in gimpy clown suits. More obnoxious tweeny super geniuses snarking, pouting and virtue signaling their way through 2 hours of nonsense while all the ""adults"" stand around lavishing them with worship and praise. More bright n' shiny cgi strobing to distract the drooling screengazers from the total absence of a coherent plot or a single believable, compelling character. It's all just a big amorphous slurry of multiverses, timeloops and contrivances at this point. After 2 hours of the blathering dingbat Paul Rudd, his spoiled, mindwashed brat, and all the aneurism inducing cgi baffoonery - I'm done."
4," Paul Rudd carried as usual
",jmeaklim-75668,/user/ur162668649/,24 February 2023,"The movie was weak, simple as that.Paul Rudd's humour is close to any deadpool movie, where the humour outweighs the irrelevant plot. The plot with Janet was incredibly rushed and not expanded nearly enough. Marvels main issue is they feel they have to finish a movie in one. Kang was an extremely powerful character, only for Marvel to completely waste him in the final ten minutes of the movie in a trope which for Marvel has been overused immensely. You can tell that Disney has lost the reigns of Marvel due to bringing Loki back. New creatures were very Star Wars like but still nice to see, Paul Rudd was great as usual. The plot was so rushed though, really disappointed in this film."
4," Incredible effects, incredibly bad everything else.
",Mando_Gandalf_Potter,/user/ur111351478/,24 February 2023,"The effects are truly incredible, I watched on IMAX 3D and it was like being on a really cool ride, except that the ride was full of unlikeable characters racing through a poorly acted tiktok script.It's a real pity that typically, the better the effects the worse the movie, or maybe that's the genre now - dazzling the eye of those who don't think too much and have the attention span of a two year old.Even the moments that should've been cool weren't cool because it was presented in a way that said ""hey look we're being cool!"".If you leave your critical thinking skills behind as you walk into the theatre, you might just enjoy this visual feast of nonsense."
10," The Bad Reviews Lie!
",TheOneThatYouWanted,/user/ur52600820/,24 February 2023,"I almost didn't watch this because of the current IMDB rating score but I am so glad someone told me that I need to watch this because it is freaking awesome! My official score would be about an 8.8 out of 10 stars or maybe a 9.2 out of 10 stars, just because twice in the beginning of the film a character keeps something a secret for no real reason. But after that it is smooth sailing! Kang is a freaking beast! The special effects are great, the action doesn't disappoint, you get everything! A slugfest, shoot outs, battlefield action. They really did this well. The humor this there but doesn't take away from the movie's grand scope. This is the kind of movie you will be mad at yourself for if you do not watch it on a big screen! Characters are well developed. You do not have to worry about any kind of forced political or social messages, so yes it is safe for kids to watch.Who are these reviewers ranking it so low and why??? What movie did they watch? Trust me, this is an outstanding Marvel movie. It makes up for Thor 4 being trash. I liked the first Ant-Man movie, I honestly hardly even remember the second Ant-Man movie; but for Ant-Man 3 I can tell you this feels more like an Avengers movie because of how epic it feels and I am not complaining! Totally worth the price of admission! I can not watch to watch this again. I might even rewatch Loki season 1 before I watch this when it drops on Disney plus. Man, I have a good feeling about GoTG 3. Go watch this and thank me later."
9," Great Movie
",ceojonathanmontgomery,/user/ur157733223/,24 February 2023,"I am a movie guy and you have to take each movie for what it is. You can't judge a movie based on another in a totally different category. This movie is a movie based on comic books and a universe created by comic writers and artists.The visuals in this movie were amazing. It was like they gave the artist an unlimited amount of micro doses and said create creatures however you want. Let your minds run wild. Since you and I can't prove it a quantum realm exists or not since humans can't do this yet. The physics and creatures can be whatever they want them to be. For that aspect of the movie it was amazing and mind boggling. The universe was amazing and stunning.Now Modoc was certainly the comic relief and made me laugh every time I saw him. He was such a joke and lame villain. But he was always one of the lamest villains in the marvel universe. Kane the Conqueror is a logical Main villain from Thanos. Especially if you have seen Disney Plus's Loki series. Where Ant Man is super small, Loki is above our universe. So they are showing the multiverse and different realms of space, time and physics. I think these types of movies are entertaining and hopefully inspire kids to want to grow up to do something in the sciences. My son since he was 3 has wanted to build robots thanks to movies like this and 11 now still strongly wants to be an engineer. So hopefully these movies do nothing else but inspire children.Now the acting and story we're not anything to cry over or win awards over. I get that. But it is a comic book movie and it is fun and entertaining which is what movies need to be today. In this sad, trouble, hate filled world we live in. We need people to smile and laugh and have a moment of fun."
7," The Better than the 1st 2
",kylebrown0209,/user/ur22249556/,24 February 2023,Well all I can say is well And I thought that this film was very extraordinary And visually awesome however I am not the biggest Is aut_man fan But I am a massive Marvel fand I can tell you that this is my favorite Ant-Man In the trilogy even though The movie starts out a little bit slow but It gets better once all the characters go the Quantum realm and especially towards the end When You don't know if The villain of the film is dead or not I certainly think that if you Are a fan of This superhero Or Marvel Or big action Adventure films then this one is a good 1 to see I absolutely hope they make a 4 Is film And And can't wait to see what happens next I also Can't wait to watch the new Season of Loki.
10," Loved it
",armandocabral,/user/ur48307240/,24 February 2023,"Loved it one of my favorite things was the great looking different types of species please have these people work in a star wars world. The villain was pretty bad*ss for sure. Always great to see original cast. Wasnt as comical as the others but was ok. Modok was an interesting character lol. Katy M. O'Brian Was a total bad*ss in this film she can kick some butt for sure. Kathryn Newton, I feel was a strong character in the film. He didn't like the dynamics between her and Paul Rudd mashed well. Bill Murray was interesting to see in one of these films lol but my favorite fish are all the different species were totally totally awesome."
6," It just didn't work
",jonnaharkenson,/user/ur132381721/,24 February 2023,"Ant-Man 1 and 2 were much better movies for many reasons compared to Ant-Man 3 Quantumania. The first film felt more like a non superhero film with low stakes but still a lot of character building, Scott Lang recently gets out of prison but is trying hard to win back his daughter. The first and second Ant-Man film as laugh out loud funny, and especially the second film which probably is the funniest Marvel superhero movie ever (yes, funnier than Deadpool 1 and 2 which I didn't think were all that funny). The 3rd Ant-Man film was not that funny, though there were a few funny moments but I didn't really laugh out loud, the humor felt more like cartoon humor for children while the previous films were funny for both adults and children alike. Speaking of it being for children, the Ant-Man 3 film felt like it was heavily ""Disneyfied"" with much less violence and the violence seem like it has been toned down, plus there was no kiss at the end when Ant-Man and the Wasp saved the day which made it feel like there's no chemistry between the two. Hope's father, Hank, was barely in the 3rd film, while he was integral in the first two films. The 2nd Ant-Man film had way more action sequence, and the buildup was much better (especially when Hank finally reunites with Janet after like 30 years, getting into the Quantum realm to save her finally, and plus they actually kissed unlike Hope and Scott in Ant-Man 3... so the the love between the characters felt more real in the previous films). The boring thing in Ant-Man 3 is they used the same old trope of inspiring the common folk to rise up and fight back against the oppressors, very similar to many movies like Star Wars, Dune, Lord of the Rings, etc. It just felt outdated for a big movie in 2023. It seems like Disney is going to far with the campiness, just like they did in Thor 4 Love and Thunder which that film and Ant-Man 3 felt like it was a movie mostly meant for kids to watch. I guess it's a money making strategy to make it very family friendly and light hearted but it starts to become stale and people get sick of it. A lot of people diss the DC films like Man of Steel (2013) or Zack Snyder's Justice League saying it's too serious and not funny/campy enough, but looking back, I think people are now realizing that these films have more depth and an artistic feel to it.But enough of the bad stuff, the movie did do some good things. Paul Rudd has great comedic timing as always, and he is always likable no matter what. There were some funny scenes such as when Hank gets jealous of Lord Krylar (played by Bill Murray). Jonathan Majors did a great job as Kang, the acting was good.Disney and Marvel kind of ruined this film. The thing that makes Marvel so big and popular is also the thing that is ruining their movies, they are a double edged sword. They wanted everything in the MCU to connect, so they used Ant-Man 3 to introduce the big bad guy, Kang... And they want to introduce a future young hero, Cassie (Ant-Girl), and have her in a future young Avengers movie. The first two films didn't really have anything to do with the main story of the MCU, except only in the end credits scenes. And then Marvel and Disney's obsession with making campy kid friendly films, and the heavily reduced violence disliking kissing in the movies for some reason (no kiss in Ant-man 3, no kissing in the first Disney Star Wars movie). Many have said people are ""burnt out"" seeing superhero films... But I don't think that's necessarily true, I think people are tired of the same old stuff and the movies becoming far too light hearted to the point where people don't even take it seriously anymore. Hence why I mentioned earlier about the early DC movies (ones written by Christopher Nolan, like the Dark Knight trilogy and Man of Steel), these films feel more than just superhero films as they have more seriousness and depth which makes it feel like a non superheroe film. But if you're going to make a funny movie, then make it funny like the first and second Ant-Man films, maybe they should have gotten Paul Rudd involved with the writing to help the jokes land better... And they need to make a movie that adults could enjoy, not just only for kids. I give it a 6 out of 10 because I still enjoyed it somewhat but it was disappointing."
8," I enjoy being inside the Quantum Realm!!
",paulnguyen-94886,/user/ur84407747/,23 February 2023,"I saw it earlier this week and I really enjoy it. Jonathan Majors as Kang was so good and finally Paul Rudd as Ant-Man, Kathryn Newton as Cassie, Evangeline Lily as Wasp, Michelle as Janet and Michael Douglas as Dr. Hank were good...I like that the stakes were high for this Ant-Man movie because he hasn't a villain that was dangerous like Kang in the last two movies and I can feel it in the movie...Ready for more of KANG! I'm glad, it was a darker sci-fi tone for the movie. The visual and CGI is great even though a lot of people in this world, will always complain about it for every Marvel movie that has come out. Very good action, laughs and more!! The two credits scene was so good. I can say, that people already watched it and don't like, will regret it when they could bring back a clip from this movie in the future like movie Avengers Kang Dynasty because how important the plot for Kang will be in Kang Dynasty. Just like in Avengers Endgame and they bring scene from Thor Dark World which we can agree it was not good but it's was important to the story that's been told. I personally, really enjoy this movie! I don't know why it's getting a lot of hate...Because, it's really easy to follow. Go Watch It!!!!"
6," Ant-Man and the Wasp: Quantumania
",CinemaSerf,/user/ur107065132/,23 February 2023,"""Oh, Daddy - It's all my fault!"". Well no ""Cassie"" (Kathryn Newton), not quite. You certainly developed the piece of communications kit that lands everyone in the quantum soup, but the blame really must go to Peyton Reed and Jeff Loveness for directing and writing this latest emanation from Marvel's increasingly un-special film factory. It starts off with a great little device that could quickly put Papa John's out of business before we are sucked into the cantina from ""Star Wars"" (1977) where our recently arrived travellers find themselves pursued by the ridiculously un-menacing ""M. O. D. O. K"" - a sort of robotic killing version of the golden statue from the top of ""Raiders of the Lost Ark"" (1981) after it had had a good time with ""V. I. N. C. E. N. T"" from ""The Black Hole"" (1979) - before Michelle Pfeiffer ""Janet"" explains to her family (and to us) just what has led them to a predicament where they must avoid the evil clutches of ""Kang the Conqueror"" (Jonathan Majors). Now this gift that keeps on giving for this studio never struggles to impress visually, and the imagination of those who create these magical effects and alien shapes and sizes must be commended. However, this latest offering featuring, in my view, the weakest of their arsenal of characters is just entirely derivative and unremarkable. Aside from a very few bon-mots from Paul Rudd the dialogue is dry and the action scenes are all concentrated in one or two sequences whilst the rest of this serves as little better than colourful padding for the thinnest of storylines. Rudd is quite an unassuming kind of actor. Engaging, yes - but somehow just too lightweight for the grandness of the surrounding imagery. Michael Douglas (""Pym"") features sparingly and the cameo from Bill Murray might have worked better in ""Guardians of the Galaxy"" - here it is almost laughable. If these are to keep coming off the production line as thickly and quickly as seems likely, then somebody somewhere is going to have to spend much more effort on developing stronger and more compelling stories because the audiences are surely immune to the vibrancy of the special effects by now. This is really forgettable fayre."
5," An Ok Ant-Man
",kccord-57303,/user/ur87299098/,23 February 2023,"It was ok, weakest of the Ant-Man series. The original cast was great with what they had to work with. Kathryn Newton though was the weakest link. I did not care for her performance (unless a whiny teenager was her goal). She has been fine in other projects but as Cassie no. On the other side Jonathan Majors was great as Kang The Conqueror. Looking foward to see Kang in his full potential. I can honestly say this movie suffered from too much cgi. Half way through the movie I started losing interest in it. It was like Star Wars meets the Guardians of the Galaxy. Also was that the best they could do for M. O. D. O. K? It looked silly. I'm a big Marvel and DC fan, but this movie is slightly above The Eternals. Saw it once no need to see it again."
